WindPRO Meteo Data Export version 7
Geographical Coordinates (WGS84):	Longitude: 	9.120000	Latitude: 	56.065548
Local Coordinates: (UTM (north)-WGS84 Zone: 32)	Easting: 	507471.46	Northing: 	6213381.43	EPSG: 32632
Description:	ERA5 (Gaussian Grid)_N56.065548_E009.12
User label:	
Date time format:	yyyy-MM-dd hh:mm
Decimal separator:	"."
Digit group separator:	","
Displacement height [m]:	0.0
All time stamps:	(UTC+01:00) Brussels, Copenhagen, Madrid, Paris
UTC offset [minutes]:	-60

StatusValues:
Ok	0
Disabled	1
Below limit	2
Above limit	4
Duplicate	8
Null value	16
Missing	32
Other error	128

Calibration factors: The files that windPRO imports from are assumed to hold calibrated data - from these it is often possible to see which logger calibration factors are used.
windPRO offer by import optional recalibration factors. Please note that although it is possible to have individual calibration factors for each signal type, only the scale and offset from the first file, from the first import filter, are shown below.
Additionally, if a signal is based on multiple channels, only the scale and offset of the first channel is exported.
Logger scale	#N/A
Logger offset	#N/A
Import scale	1	1							1	1							1	1	1	1									
Import offset	0	0							0	0							0	0	0	0									

Note that SampleStatus takes precedence over DataStatus which means that DataStatus is only relevant if SampleStatus is OK.

TimeStamp	MeanWindSpeedUID_10.0m|Mean wind speed|L-1.00|U75.00	DirectionUID_10.0m|Wind direction|L0.00|U360.00	Comment_10.0m	TimeStampStatus_10.0m	SampleStatus_10.0m	DataStatus_MeanWindSpeedUID_10.0m	DataStatus_DirectionUID_10.0m	MeanWindSpeedUID_100.0m|Mean wind speed|L-1.00|U75.00	DirectionUID_100.0m|Wind direction|L0.00|U360.00	Comment_100.0m	TimeStampStatus_100.0m	SampleStatus_100.0m	DataStatus_MeanWindSpeedUID_100.0m	DataStatus_DirectionUID_100.0m	TemperatureUID_2.0m|Temperature|L-50.00|U60.00	SolarRadiationUID_2.0m|Solar irradiation|L-10.00|U2000.00	StabilityUID_2.0m|Stability (1/L)	RelativeHumidityUID_2.0m|Relative humidity|L0.00|U100.00	Comment_2.0m	TimeStampStatus_2.0m	SampleStatus_2.0m	DataStatus_TemperatureUID_2.0m	DataStatus_SolarRadiationUID_2.0m	DataStatus_StabilityUID_2.0m	DataStatus_RelativeHumidityUID_2.0m	
	[m/s]	[Degrees]						[m/s]	[Degrees]						[Deg C]	[W/m²]	[1/m]	[%]							
2005-07-19 13:00	6.16	276.3		0	0	0	0	9.09	278.1		0	0	0	0	16.3	367.9600	-0.004054	89.7		0	0	0	0	0	0
2005-07-19 14:00	7.10	277.1		0	0	0	0	10.15	278.0		0	0	0	0	17.2	432.6600	-0.005612	81.5		0	0	0	0	0	0
2005-07-19 15:00	7.73	275.0		0	0	0	0	10.92	275.5		0	0	0	0	17.6	459.2500	-0.007633	67.0		0	0	0	0	0	0
2005-07-19 16:00	7.34	270.4		0	0	0	0	10.30	271.1		0	0	0	0	17.7	394.1200	-0.006473	63.1		0	0	0	0	0	0
2005-07-19 17:00	7.08	266.4		0	0	0	0	10.00	267.0		0	0	0	0	17.5	298.5400	-0.005995	66.5		0	0	0	0	0	0
2005-07-19 18:00	6.86	262.7		0	0	0	0	9.77	263.2		0	0	0	0	16.4	184.4100	-0.005252	70.4		0	0	0	0	0	0
2005-07-19 19:00	6.04	257.4		0	0	0	0	9.10	258.3		0	0	0	0	15.4	70.2600	-0.000606	74.5		0	0	0	0	0	0
2005-07-19 20:00	5.33	251.7		0	0	0	0	8.68	254.0		0	0	0	0	14.9	11.9800	0.004555	76.0		0	0	0	0	0	0
2005-07-19 21:00	5.06	248.3		0	0	0	0	8.61	251.5		0	0	0	0	14.1	0.0000	0.006129	80.5		0	0	0	0	0	0
2005-07-19 22:00	5.32	247.2		0	0	0	0	8.78	250.6		0	0	0	0	13.3	0.0000	0.003696	84.3		0	0	0	0	0	0
2005-07-19 23:00	5.28	243.8		0	0	0	0	8.92	247.7		0	0	0	0	12.4	0.0000	0.003771	91.2		0	0	0	0	0	0
2005-07-20 00:00	4.66	238.0		0	0	0	0	8.03	243.9		0	0	0	0	12.1	0.0000	0.005137	93.6		0	0	0	0	0	0
2005-07-20 01:00	5.08	242.6		0	0	0	0	8.73	245.9		0	0	0	0	11.8	0.0000	0.003623	94.2		0	0	0	0	0	0
2005-07-20 02:00	4.87	238.4		0	0	0	0	8.29	243.8		0	0	0	0	11.9	0.0000	0.004203	92.4		0	0	0	0	0	0
2005-07-20 03:00	5.33	235.3		0	0	0	0	8.91	238.9		0	0	0	0	12.0	0.0000	0.005600	91.1		0	0	0	0	0	0
2005-07-20 04:00	5.28	233.1		0	0	0	0	9.01	237.3		0	0	0	0	11.7	12.1800	0.006262	95.5		0	0	0	0	0	0
2005-07-20 05:00	5.13	231.2		0	0	0	0	8.61	235.4		0	0	0	0	12.3	46.3800	0.004513	94.9		0	0	0	0	0	0
2005-07-20 06:00	5.60	233.4		0	0	0	0	8.82	235.6		0	0	0	0	12.7	163.5200	0.000248	93.0		0	0	0	0	0	0
2005-07-20 07:00	5.17	234.5		0	0	0	0	7.77	236.8		0	0	0	0	13.8	217.7200	-0.004632	91.3		0	0	0	0	0	0
2005-07-20 08:00	4.72	235.7		0	0	0	0	6.78	237.9		0	0	0	0	14.3	287.2200	-0.019935	93.1		0	0	0	0	0	0
2005-07-20 09:00	4.43	240.0		0	0	0	0	6.22	242.2		0	0	0	0	14.4	295.9100	-0.016922	93.1		0	0	0	0	0	0
2005-07-20 10:00	4.48	242.6		0	0	0	0	6.25	245.2		0	0	0	0	14.6	328.8000	-0.023176	91.3		0	0	0	0	0	0
2005-07-20 11:00	3.74	246.3		0	0	0	0	5.22	249.6		0	0	0	0	14.3	538.1700	-0.038955	88.9		0	0	0	0	0	0
2005-07-20 12:00	4.49	253.2		0	0	0	0	6.06	255.6		0	0	0	0	15.1	489.6700	-0.021948	87.3		0	0	0	0	0	0
2005-07-20 13:00	5.06	260.7		0	0	0	0	6.94	262.1		0	0	0	0	14.7	432.2100	-0.019987	84.4		0	0	0	0	0	0
2005-07-20 14:00	4.74	272.1		0	0	0	0	6.57	274.4		0	0	0	0	14.7	443.0000	-0.016835	85.0		0	0	0	0	0	0
2005-07-20 15:00	4.96	275.7		0	0	0	0	6.81	277.8		0	0	0	0	15.7	344.7800	-0.009668	82.9		0	0	0	0	0	0
2005-07-20 16:00	5.52	283.1		0	0	0	0	7.80	285.2		0	0	0	0	15.0	280.8400	-0.005630	85.0		0	0	0	0	0	0
2005-07-20 17:00	5.75	286.3		0	0	0	0	8.29	288.2		0	0	0	0	15.2	250.7600	-0.001938	83.9		0	0	0	0	0	0
2005-07-20 18:00	6.17	291.4		0	0	0	0	9.39	293.1		0	0	0	0	15.0	138.1300	0.002236	83.4		0	0	0	0	0	0
2005-07-20 19:00	5.87	291.3		0	0	0	0	9.50	293.6		0	0	0	0	14.1	76.0900	0.006596	83.8		0	0	0	0	0	0
2005-07-20 20:00	5.62	289.9		0	0	0	0	9.50	293.5		0	0	0	0	13.8	12.0700	0.010637	82.7		0	0	0	0	0	0
2005-07-20 21:00	5.34	285.0		0	0	0	0	9.38	289.4		0	0	0	0	13.2	0.0000	0.010302	85.4		0	0	0	0	0	0
2005-07-20 22:00	5.24	279.6		0	0	0	0	9.14	284.4		0	0	0	0	13.2	0.0000	0.008725	87.7		0	0	0	0	0	0
2005-07-20 23:00	6.19	283.4		0	0	0	0	10.22	285.4		0	0	0	0	12.9	0.0000	0.007418	91.8		0	0	0	0	0	0
2005-07-21 00:00	5.76	276.4		0	0	0	0	9.53	281.0		0	0	0	0	13.3	0.0000	0.005111	92.4		0	0	0	0	0	0
2005-07-21 01:00	5.78	288.6		0	0	0	0	9.50	290.7		0	0	0	0	13.8	0.0000	0.006279	92.5		0	0	0	0	0	0
2005-07-21 02:00	4.83	286.7		0	0	0	0	8.37	292.7		0	0	0	0	14.1	0.0000	0.005382	91.3		0	0	0	0	0	0
2005-07-21 03:00	5.73	292.3		0	0	0	0	9.66	296.7		0	0	0	0	14.5	0.0000	0.006076	91.3		0	0	0	0	0	0
2005-07-21 04:00	5.56	291.4		0	0	0	0	9.29	295.9		0	0	0	0	14.3	2.8400	0.006327	93.1		0	0	0	0	0	0
2005-07-21 05:00	5.28	291.3		0	0	0	0	8.86	296.1		0	0	0	0	14.2	11.2500	0.004790	94.9		0	0	0	0	0	0
2005-07-21 06:00	4.90	288.0		0	0	0	0	8.16	294.1		0	0	0	0	14.5	20.2800	0.003091	94.3		0	0	0	0	0	0
2005-07-21 07:00	4.91	287.3		0	0	0	0	7.97	293.2		0	0	0	0	14.7	54.7600	0.002259	95.0		0	0	0	0	0	0
2005-07-21 08:00	5.37	294.6		0	0	0	0	9.20	300.9		0	0	0	0	14.6	117.3300	0.000366	96.2		0	0	0	0	0	0
2005-07-21 09:00	4.87	306.2		0	0	0	0	8.26	311.3		0	0	0	0	15.0	188.9600	-0.001972	93.7		0	0	0	0	0	0
2005-07-21 10:00	5.07	322.0		0	0	0	0	7.47	322.5		0	0	0	0	15.6	189.8700	-0.000506	92.6		0	0	0	0	0	0
2005-07-21 11:00	4.78	312.4		0	0	0	0	6.95	314.2		0	0	0	0	17.0	125.0500	-0.005128	83.0		0	0	0	0	0	0
2005-07-21 12:00	5.51	318.4		0	0	0	0	7.98	319.1		0	0	0	0	17.0	240.8400	-0.003975	84.7		0	0	0	0	0	0
2005-07-21 13:00	4.60	340.7		0	0	0	0	7.33	341.6		0	0	0	0	17.8	239.6800	0.000710	80.0		0	0	0	0	0	0
2005-07-21 14:00	4.54	8.0		0	0	0	0	6.42	7.8		0	0	0	0	17.7	459.1300	-0.020329	81.0		0	0	0	0	0	0
2005-07-21 15:00	4.06	25.7		0	0	0	0	5.51	25.9		0	0	0	0	18.8	398.9300	-0.029068	80.6		0	0	0	0	0	0
2005-07-21 16:00	3.62	30.2		0	0	0	0	4.81	29.9		0	0	0	0	19.1	396.1200	-0.027805	78.6		0	0	0	0	0	0
2005-07-21 17:00	3.54	22.9		0	0	0	0	4.70	22.6		0	0	0	0	19.2	286.6500	-0.013657	76.7		0	0	0	0	0	0
2005-07-21 18:00	3.47	12.4		0	0	0	0	4.97	12.7		0	0	0	0	19.1	176.4800	-0.002600	72.3		0	0	0	0	0	0
2005-07-21 19:00	3.05	0.0		0	0	0	0	5.17	2.0		0	0	0	0	18.5	88.7300	0.039902	75.6		0	0	0	0	0	0
2005-07-21 20:00	2.78	339.5		0	0	0	0	5.74	345.9		0	0	0	0	17.6	11.7900	0.051346	77.9		0	0	0	0	0	0
2005-07-21 21:00	3.17	336.3		0	0	0	0	6.86	342.4		0	0	0	0	15.4	0.0000	0.053110	88.4		0	0	0	0	0	0
2005-07-21 22:00	3.29	334.2		0	0	0	0	7.12	343.2		0	0	0	0	14.2	0.0000	0.039655	91.3		0	0	0	0	0	0
2005-07-21 23:00	3.99	331.3		0	0	0	0	7.69	339.2		0	0	0	0	13.3	0.0000	0.031948	95.5		0	0	0	0	0	0
2005-07-22 00:00	3.89	334.0		0	0	0	0	7.63	340.6		0	0	0	0	13.0	0.0000	0.037792	96.1		0	0	0	0	0	0
2005-07-22 01:00	3.60	336.3		0	0	0	0	7.19	342.9		0	0	0	0	12.6	0.0000	0.045548	96.1		0	0	0	0	0	0
2005-07-22 02:00	3.41	333.6		0	0	0	0	6.78	341.4		0	0	0	0	12.3	0.0000	0.049013	96.8		0	0	0	0	0	0
2005-07-22 03:00	3.29	327.2		0	0	0	0	6.45	335.8		0	0	0	0	12.2	0.0000	0.086938	98.0		0	0	0	0	0	0
2005-07-22 04:00	2.97	326.3		0	0	0	0	6.11	336.0		0	0	0	0	12.4	13.8000	0.078307	98.7		0	0	0	0	0	0
2005-07-22 05:00	2.86	329.4		0	0	0	0	5.53	340.1		0	0	0	0	12.7	93.4900	0.006774	99.3		0	0	0	0	0	0
2005-07-22 06:00	3.31	339.3		0	0	0	0	4.54	345.0		0	0	0	0	13.9	205.4600	-0.034993	96.8		0	0	0	0	0	0
2005-07-22 07:00	3.39	351.9		0	0	0	0	4.55	353.1		0	0	0	0	15.4	309.1700	-0.049941	91.4		0	0	0	0	0	0
2005-07-22 08:00	2.64	344.3		0	0	0	0	3.45	346.7		0	0	0	0	16.7	464.8900	-0.080453	84.6		0	0	0	0	0	0
2005-07-22 09:00	2.57	342.4		0	0	0	0	3.30	344.4		0	0	0	0	18.2	606.8400	-0.084345	69.4		0	0	0	0	0	0
2005-07-22 10:00	2.91	353.7		0	0	0	0	3.71	354.1		0	0	0	0	19.3	624.7800	-0.088631	65.6		0	0	0	0	0	0
2005-07-22 11:00	3.14	352.3		0	0	0	0	4.01	352.4		0	0	0	0	20.2	668.1200	-0.069667	62.1		0	0	0	0	0	0
2005-07-22 12:00	3.00	344.4		0	0	0	0	3.86	346.1		0	0	0	0	20.8	618.7700	-0.081509	59.4		0	0	0	0	0	0
2005-07-22 13:00	2.81	333.8		0	0	0	0	3.59	336.3		0	0	0	0	21.0	634.1700	-0.066785	59.8		0	0	0	0	0	0
2005-07-22 14:00	3.21	326.3		0	0	0	0	4.11	328.6		0	0	0	0	21.4	514.3100	-0.047253	59.5		0	0	0	0	0	0
2005-07-22 15:00	3.24	311.8		0	0	0	0	4.30	315.4		0	0	0	0	21.5	511.3600	-0.045076	60.7		0	0	0	0	0	0
2005-07-22 16:00	3.30	301.3		0	0	0	0	4.40	304.8		0	0	0	0	21.3	312.7600	-0.029460	62.3		0	0	0	0	0	0
2005-07-22 17:00	3.05	304.2		0	0	0	0	4.18	306.0		0	0	0	0	20.3	252.3600	-0.011384	65.4		0	0	0	0	0	0
2005-07-22 18:00	3.16	290.7		0	0	0	0	4.76	294.9		0	0	0	0	19.7	162.0600	0.044368	68.8		0	0	0	0	0	0
2005-07-22 19:00	2.38	276.6		0	0	0	0	4.22	289.8		0	0	0	0	18.4	73.6500	0.023453	75.5		0	0	0	0	0	0
2005-07-22 20:00	1.77	272.4		0	0	0	0	3.83	291.8		0	0	0	0	17.5	10.6000	0.160386	81.0		0	0	0	0	0	0
2005-07-22 21:00	1.63	281.6		0	0	0	0	3.97	302.7		0	0	0	0	15.7	0.0000	0.175059	92.0		0	0	0	0	0	0
2005-07-22 22:00	1.77	289.7		0	0	0	0	4.11	312.7		0	0	0	0	15.1	0.0000	0.137070	93.1		0	0	0	0	0	0
2005-07-22 23:00	2.39	282.0		0	0	0	0	5.17	300.2		0	0	0	0	13.2	0.0000	0.118385	96.2		0	0	0	0	0	0
2005-07-23 00:00	2.53	281.6		0	0	0	0	5.59	294.8		0	0	0	0	12.6	0.0000	0.064626	97.4		0	0	0	0	0	0
2005-07-23 01:00	2.69	277.3		0	0	0	0	5.85	288.3		0	0	0	0	12.3	0.0000	0.031752	98.7		0	0	0	0	0	0
2005-07-23 02:00	2.93	279.3		0	0	0	0	6.18	287.6		0	0	0	0	12.3	0.0000	0.012056	98.7		0	0	0	0	0	0
2005-07-23 03:00	3.16	275.5		0	0	0	0	6.13	284.0		0	0	0	0	12.2	0.0000	0.003760	98.7		0	0	0	0	0	0
2005-07-23 04:00	3.35	275.7		0	0	0	0	5.83	281.2		0	0	0	0	12.8	8.4600	0.005371	98.7		0	0	0	0	0	0
2005-07-23 05:00	3.49	271.8		0	0	0	0	5.52	279.5		0	0	0	0	13.1	52.0900	-0.001746	98.7		0	0	0	0	0	0
2005-07-23 06:00	3.91	272.5		0	0	0	0	6.08	275.8		0	0	0	0	13.7	156.8200	-0.005645	95.5		0	0	0	0	0	0
2005-07-23 07:00	4.44	275.5		0	0	0	0	6.67	273.5		0	0	0	0	14.7	253.0500	-0.010514	90.1		0	0	0	0	0	0
2005-07-23 08:00	4.99	272.2		0	0	0	0	6.86	272.2		0	0	0	0	15.4	309.5100	-0.010171	86.7		0	0	0	0	0	0
2005-07-23 09:00	4.90	273.2		0	0	0	0	6.60	273.4		0	0	0	0	15.7	334.9900	-0.019716	80.7		0	0	0	0	0	0
2005-07-23 10:00	4.59	274.0		0	0	0	0	6.15	275.1		0	0	0	0	16.2	341.8000	-0.020695	78.7		0	0	0	0	0	0
2005-07-23 11:00	5.52	270.1		0	0	0	0	7.50	270.9		0	0	0	0	16.6	379.2700	-0.014090	75.7		0	0	0	0	0	0
2005-07-23 12:00	5.67	270.1		0	0	0	0	7.70	270.8		0	0	0	0	17.1	455.2500	-0.014611	74.8		0	0	0	0	0	0
2005-07-23 13:00	5.95	273.0		0	0	0	0	8.09	274.1		0	0	0	0	17.2	428.6800	-0.012202	73.9		0	0	0	0	0	0
2005-07-23 14:00	5.87	274.9		0	0	0	0	7.97	275.4		0	0	0	0	16.8	332.1800	-0.010093	76.8		0	0	0	0	0	0
2005-07-23 15:00	5.48	273.9		0	0	0	0	7.53	274.5		0	0	0	0	16.0	350.4400	-0.011509	83.5		0	0	0	0	0	0
2005-07-23 16:00	5.27	271.6		0	0	0	0	7.30	272.7		0	0	0	0	15.6	218.3500	-0.012564	86.8		0	0	0	0	0	0
2005-07-23 17:00	5.32	268.4		0	0	0	0	7.44	269.6		0	0	0	0	15.1	189.4000	-0.009729	87.3		0	0	0	0	0	0
2005-07-23 18:00	5.35	265.5		0	0	0	0	7.68	266.8		0	0	0	0	14.8	99.4000	-0.005892	86.7		0	0	0	0	0	0
2005-07-23 19:00	5.38	264.9		0	0	0	0	7.76	266.1		0	0	0	0	14.1	30.6700	-0.003052	86.0		0	0	0	0	0	0
2005-07-23 20:00	5.16	264.6		0	0	0	0	7.70	266.4		0	0	0	0	13.7	4.8400	-0.001057	86.0		0	0	0	0	0	0
2005-07-23 21:00	4.97	263.1		0	0	0	0	7.62	265.8		0	0	0	0	13.5	0.0000	0.001831	86.6		0	0	0	0	0	0
2005-07-23 22:00	4.86	260.8		0	0	0	0	7.68	264.5		0	0	0	0	13.4	0.0000	0.001616	84.8		0	0	0	0	0	0
2005-07-23 23:00	5.06	260.3		0	0	0	0	8.43	264.0		0	0	0	0	13.4	0.0000	-0.000149	84.8		0	0	0	0	0	0
2005-07-24 00:00	4.55	257.5		0	0	0	0	8.11	264.2		0	0	0	0	13.4	0.0000	0.001263	84.3		0	0	0	0	0	0
2005-07-24 01:00	4.74	263.8		0	0	0	0	7.79	268.2		0	0	0	0	13.2	0.0000	0.001614	86.5		0	0	0	0	0	0
2005-07-24 02:00	4.89	267.4		0	0	0	0	8.03	271.3		0	0	0	0	13.3	0.0000	0.002342	86.5		0	0	0	0	0	0
2005-07-24 03:00	5.01	268.1		0	0	0	0	7.98	271.8		0	0	0	0	13.2	0.0000	0.002564	87.7		0	0	0	0	0	0
2005-07-24 04:00	4.94	266.9		0	0	0	0	7.92	270.9		0	0	0	0	13.0	7.0400	0.001947	85.9		0	0	0	0	0	0
2005-07-24 05:00	5.11	266.5		0	0	0	0	8.00	270.0		0	0	0	0	13.1	53.8800	0.000552	84.2		0	0	0	0	0	0
2005-07-24 06:00	5.89	269.4		0	0	0	0	8.72	271.6		0	0	0	0	13.2	98.0300	-0.000988	80.9		0	0	0	0	0	0
2005-07-24 07:00	6.27	271.2		0	0	0	0	9.07	272.7		0	0	0	0	13.3	122.3300	-0.002293	77.2		0	0	0	0	0	0
2005-07-24 08:00	6.33	271.0		0	0	0	0	8.96	272.2		0	0	0	0	13.2	192.2100	-0.006819	78.8		0	0	0	0	0	0
2005-07-24 09:00	6.17	269.1		0	0	0	0	8.63	270.5		0	0	0	0	13.6	274.2800	-0.010650	78.3		0	0	0	0	0	0
2005-07-24 10:00	6.12	266.1		0	0	0	0	8.43	267.2		0	0	0	0	14.1	281.3300	-0.014441	75.8		0	0	0	0	0	0
2005-07-24 11:00	5.92	262.4		0	0	0	0	8.03	263.2		0	0	0	0	14.4	391.9600	-0.009780	74.4		0	0	0	0	0	0
2005-07-24 12:00	5.95	259.5		0	0	0	0	8.17	260.6		0	0	0	0	14.7	387.2700	-0.009573	72.5		0	0	0	0	0	0
2005-07-24 13:00	6.26	259.0		0	0	0	0	8.58	259.8		0	0	0	0	14.8	445.6500	-0.007880	72.0		0	0	0	0	0	0
2005-07-24 14:00	6.24	258.8		0	0	0	0	8.66	259.6		0	0	0	0	15.1	345.3700	-0.010639	70.6		0	0	0	0	0	0
2005-07-24 15:00	6.18	258.9		0	0	0	0	8.55	259.6		0	0	0	0	14.9	324.3200	-0.010935	71.1		0	0	0	0	0	0
2005-07-24 16:00	6.09	257.1		0	0	0	0	8.49	257.6		0	0	0	0	15.0	207.2200	-0.006984	71.1		0	0	0	0	0	0
2005-07-24 17:00	6.02	255.9		0	0	0	0	8.49	256.8		0	0	0	0	14.5	142.6300	-0.006449	72.4		0	0	0	0	0	0
2005-07-24 18:00	5.36	256.2		0	0	0	0	7.72	257.1		0	0	0	0	14.5	97.5500	-0.005613	72.9		0	0	0	0	0	0
2005-07-24 19:00	4.56	255.6		0	0	0	0	6.64	257.0		0	0	0	0	13.9	36.1800	-0.001135	75.3		0	0	0	0	0	0
2005-07-24 20:00	3.92	249.4		0	0	0	0	6.10	251.9		0	0	0	0	13.8	6.2400	0.007769	74.8		0	0	0	0	0	0
2005-07-24 21:00	3.55	242.5		0	0	0	0	5.97	247.0		0	0	0	0	13.2	0.0000	0.008007	78.3		0	0	0	0	0	0
2005-07-24 22:00	3.29	240.8		0	0	0	0	5.73	246.6		0	0	0	0	13.1	0.0000	0.014589	77.7		0	0	0	0	0	0
2005-07-24 23:00	2.89	225.9		0	0	0	0	4.88	236.3		0	0	0	0	12.4	0.0000	0.013008	81.9		0	0	0	0	0	0
2005-07-25 00:00	2.80	215.6		0	0	0	0	4.78	226.3		0	0	0	0	11.5	0.0000	0.025381	85.8		0	0	0	0	0	0
2005-07-25 01:00	2.89	212.2		0	0	0	0	5.25	222.9		0	0	0	0	11.3	0.0000	0.047298	87.5		0	0	0	0	0	0
2005-07-25 02:00	2.67	216.0		0	0	0	0	5.17	227.7		0	0	0	0	10.7	0.0000	0.040129	90.4		0	0	0	0	0	0
2005-07-25 03:00	2.41	214.0		0	0	0	0	4.97	230.5		0	0	0	0	10.6	0.0000	0.066409	91.1		0	0	0	0	0	0
2005-07-25 04:00	2.42	206.8		0	0	0	0	4.86	226.6		0	0	0	0	10.5	8.4800	0.040318	91.0		0	0	0	0	0	0
2005-07-25 05:00	2.43	203.9		0	0	0	0	4.61	226.3		0	0	0	0	10.9	61.3300	0.007609	89.3		0	0	0	0	0	0
2005-07-25 06:00	2.51	205.2		0	0	0	0	4.32	226.0		0	0	0	0	11.4	148.3700	-0.025999	88.1		0	0	0	0	0	0
2005-07-25 07:00	2.20	218.6		0	0	0	0	3.26	227.9		0	0	0	0	12.5	253.4400	-0.041055	83.1		0	0	0	0	0	0
2005-07-25 08:00	2.63	250.8		0	0	0	0	3.44	252.8		0	0	0	0	13.4	330.9300	-0.059855	76.7		0	0	0	0	0	0
2005-07-25 09:00	2.78	260.0		0	0	0	0	3.57	260.5		0	0	0	0	14.2	391.8900	-0.073071	71.4		0	0	0	0	0	0
2005-07-25 10:00	3.00	263.4		0	0	0	0	3.85	263.5		0	0	0	0	14.5	324.4100	-0.076551	70.0		0	0	0	0	0	0
2005-07-25 11:00	3.11	268.4		0	0	0	0	3.99	269.4		0	0	0	0	15.2	377.7100	-0.028339	66.9		0	0	0	0	0	0
2005-07-25 12:00	3.70	280.9		0	0	0	0	4.89	281.4		0	0	0	0	15.6	445.6200	-0.040642	66.6		0	0	0	0	0	0
2005-07-25 13:00	3.85	286.8		0	0	0	0	4.99	286.7		0	0	0	0	15.9	427.0800	-0.040911	64.9		0	0	0	0	0	0
2005-07-25 14:00	3.71	288.8		0	0	0	0	4.80	288.8		0	0	0	0	16.1	449.7100	-0.021432	65.4		0	0	0	0	0	0
2005-07-25 15:00	3.87	283.6		0	0	0	0	5.08	284.1		0	0	0	0	16.0	399.9800	-0.024534	68.0		0	0	0	0	0	0
2005-07-25 16:00	4.02	280.0		0	0	0	0	5.37	280.3		0	0	0	0	15.8	380.0900	-0.022528	68.4		0	0	0	0	0	0
2005-07-25 17:00	3.95	283.0		0	0	0	0	5.39	283.4		0	0	0	0	15.8	252.9600	-0.024556	68.4		0	0	0	0	0	0
2005-07-25 18:00	3.76	284.0		0	0	0	0	5.10	284.4		0	0	0	0	15.2	155.1100	-0.011647	68.8		0	0	0	0	0	0
2005-07-25 19:00	3.37	284.3		0	0	0	0	4.93	285.9		0	0	0	0	14.4	67.5900	0.022463	71.0		0	0	0	0	0	0
2005-07-25 20:00	2.85	286.6		0	0	0	0	5.18	290.8		0	0	0	0	14.0	8.5900	0.130910	72.8		0	0	0	0	0	0
2005-07-25 21:00	2.31	285.7		0	0	0	0	5.19	293.1		0	0	0	0	13.0	0.0000	0.297073	80.4		0	0	0	0	0	0
2005-07-25 22:00	2.10	280.6		0	0	0	0	5.15	291.9		0	0	0	0	12.1	0.0000	0.174359	85.3		0	0	0	0	0	0
2005-07-25 23:00	2.17	273.9		0	0	0	0	5.15	286.8		0	0	0	0	11.1	0.0000	0.199556	89.3		0	0	0	0	0	0
2005-07-26 00:00	2.10	269.1		0	0	0	0	5.07	282.1		0	0	0	0	10.8	0.0000	0.092465	89.8		0	0	0	0	0	0
2005-07-26 01:00	2.16	261.3		0	0	0	0	5.19	275.7		0	0	0	0	11.1	0.0000	0.064607	87.5		0	0	0	0	0	0
2005-07-26 02:00	2.24	245.9		0	0	0	0	5.45	264.8		0	0	0	0	10.6	0.0000	0.045913	88.0		0	0	0	0	0	0
2005-07-26 03:00	2.50	237.7		0	0	0	0	5.72	256.8		0	0	0	0	10.5	0.0000	0.037311	88.6		0	0	0	0	0	0
2005-07-26 04:00	2.82	237.8		0	0	0	0	6.10	254.5		0	0	0	0	10.6	6.0400	0.032191	88.6		0	0	0	0	0	0
2005-07-26 05:00	3.07	238.6		0	0	0	0	6.24	253.8		0	0	0	0	11.5	60.5500	0.013640	86.4		0	0	0	0	0	0
2005-07-26 06:00	3.41	243.5		0	0	0	0	6.02	256.4		0	0	0	0	12.6	106.7900	-0.004706	83.1		0	0	0	0	0	0
2005-07-26 07:00	3.38	250.6		0	0	0	0	5.70	260.5		0	0	0	0	13.5	292.3400	-0.006925	83.2		0	0	0	0	0	0
2005-07-26 08:00	4.89	272.2		0	0	0	0	6.80	273.6		0	0	0	0	14.7	319.1300	-0.011537	77.5		0	0	0	0	0	0
2005-07-26 09:00	5.52	278.1		0	0	0	0	7.56	278.8		0	0	0	0	14.8	521.9700	-0.011544	74.4		0	0	0	0	0	0
2005-07-26 10:00	5.78	278.8		0	0	0	0	7.82	279.4		0	0	0	0	15.6	425.9600	-0.016701	71.7		0	0	0	0	0	0
2005-07-26 11:00	6.03	277.5		0	0	0	0	8.14	278.1		0	0	0	0	16.1	391.5200	-0.013430	69.0		0	0	0	0	0	0
2005-07-26 12:00	6.08	277.1		0	0	0	0	8.19	277.9		0	0	0	0	16.1	423.6800	-0.012349	67.1		0	0	0	0	0	0
2005-07-26 13:00	6.19	276.9		0	0	0	0	8.44	277.9		0	0	0	0	16.3	450.5200	-0.017897	67.6		0	0	0	0	0	0
2005-07-26 14:00	6.09	276.2		0	0	0	0	8.34	277.1		0	0	0	0	16.7	412.1600	-0.015802	64.6		0	0	0	0	0	0
2005-07-26 15:00	6.12	275.6		0	0	0	0	8.34	276.4		0	0	0	0	16.5	303.3200	-0.011680	66.3		0	0	0	0	0	0
2005-07-26 16:00	6.31	276.8		0	0	0	0	8.59	277.4		0	0	0	0	16.1	328.3900	-0.009157	68.0		0	0	0	0	0	0
2005-07-26 17:00	5.85	276.2		0	0	0	0	8.21	277.3		0	0	0	0	15.9	273.3000	-0.007096	68.9		0	0	0	0	0	0
2005-07-26 18:00	5.53	275.7		0	0	0	0	7.77	276.8		0	0	0	0	15.4	129.8700	-0.005000	70.2		0	0	0	0	0	0
